CustomerName,ProductSpecifics,DeliverySchedule,SteelWirePrice,PowderPaintCost,ElectricityCost,MarketDemand,Quantity,Profit(%),BasePrice,SalesPrice,ProposalPrice,CustomerReturn
Bryant LLC,Welded Wire Fence,2023-03-14,605.02,2.83,82.44,75,112,12,709.04,794.1247999999999,88941.9776,Negotiation
Miller White and Green,Welded Wire Fence,2024-01-12,597.11,2.34,88.35,50,142,7,700.3000000000001,749.321,106403.58200000001,Negotiation
Walsh Norman and Lara,Welded Wire Fence,2023-04-20,600.24,3.07,80.25,75,109,12,702.3100000000001,786.5872,85738.00480000001,Accepted
Owen Lee and Andrews,Welded Wire Fence,2023-06-16,624.17,3.78,96.9,100,54,12,749.8499999999999,839.8319999999999,45350.92799999999,Negotiation
Kirby Harris and Bishop,Welded Wire Fence,2023-07-09,630.8,3.19,85.91,100,40,10,744.9,819.39,32775.6,Negotiation
Castro Robinson and Cook,Welded Wire Fence,2023-08-08,612.27,2.77,94.42,100,32,10,734.4599999999999,807.906,25852.992,Accepted
Anderson-Simmons,Welded Wire Fence,2023-12-05,600.79,3.56,98.3,50,59,7,715.1499999999999,765.2104999999999,45147.419499999996,Negotiation
Wheeler LLC,Welded Wire Fence,2023-04-18,604.78,2.22,92.16,75,116,12,717.91,804.0591999999999,93270.8672,Rejected
Robertson Group,Welded Wire Fence,2023-01-26,602.17,2.12,98.34,50,133,7,715.13,765.1891,101770.15030000001,Negotiation
Salas Williams and Pacheco,Welded Wire Fence,2023-05-05,600.6,2.35,91.05,75,64,12,712.75,798.28,51089.92,Negotiation
White Group,Welded Wire Fence,2023-08-01,614.04,3.5,99.13,100,83,12,741.67,830.6704,68945.64319999999,Negotiation
Pacheco PLC,Welded Wire Fence,2023-07-06,624.36,3.18,88.35,100,28,10,740.89,814.979,22819.412,Rejected
Smith Walsh and Kelly,Welded Wire Fence,2023-03-17,604.35,2.09,89.29,75,17,12,714.48,800.2176000000001,13603.699200000001,Negotiation
Young-Smith,Welded Wire Fence,2023-05-22,601.35,3.26,94.2,75,147,12,717.5600000000001,803.6672000000001,118139.07840000001,Rejected
Tran-Cooper,Welded Wire Fence,2023-09-25,618.8,3.17,98.85,100,40,10,745.8199999999999,820.4019999999999,32816.079999999994,Negotiation
Knight Arias and Pacheco,Welded Wire Fence,2023-10-25,602.77,2.37,83.32,75,17,12,707.21,792.0752,13465.2784,Accepted
Molina Group,Welded Wire Fence,2023-11-20,606.05,2.09,98.62,75,90,12,725.51,812.5712,73131.408,Accepted
Walters-Wright,Welded Wire Fence,2023-01-28,590.45,3.69,91.38,50,72,7,698.0200000000001,746.8814000000001,53775.46080000001,Negotiation
Buckley Inc,Welded Wire Fence,2023-05-29,604.25,2.71,88.88,75,70,12,714.59,800.3408000000001,56023.85600000001,Rejected
Peters and Sons,Welded Wire Fence,2023-09-23,639.12,2.13,84.48,100,50,12,750.73,840.8176000000001,42040.880000000005,Accepted
Lynn Group,Welded Wire Fence,2023-05-08,603.36,3.78,92.65,75,10,12,718.54,804.7647999999999,8047.647999999999,Accepted
Frazier Morgan and Hahn,Welded Wire Fence,2023-06-04,628.44,3.27,86.49,100,53,12,743.2,832.384,44116.352,Rejected
Stanton-Rogers,Welded Wire Fence,2023-11-26,600.37,2.91,93.86,75,133,12,715.89,801.7968,106638.97439999999,Rejected
Simpson Ltd,Welded Wire Fence,2023-05-12,601.89,2.25,80.96,75,37,12,703.85,788.312,29167.544,Accepted
Flynn-Stewart,Welded Wire Fence,2023-05-18,600.2,3.17,94.33,75,123,12,716.45,802.4240000000001,98698.15200000002,Negotiation
Bell LLC,Welded Wire Fence,2023-10-02,602.92,2.62,89.53,75,130,12,713.8199999999999,799.4784,103932.192,Rejected
Scott Nicholson and Griffin,Welded Wire Fence,2023-05-08,606.74,2.95,89.55,75,75,12,717.99,804.1488,60311.16,Negotiation
Mckee LLC,Welded Wire Fence,2023-09-10,605.66,2.74,92.97,100,37,10,726.37,799.0070000000001,29563.259000000002,Negotiation
Williams-Rojas,Welded Wire Fence,2023-06-16,636.62,3.35,81.48,100,106,12,746.45,836.0240000000001,88618.54400000001,Negotiation
Hurley Blake and Williams,Welded Wire Fence,2023-01-22,607.89,4.0,91.88,50,47,12,716.27,802.2224,37704.4528,Rejected
Cruz Price and Brock,Welded Wire Fence,2023-05-12,603.0,3.81,80.52,75,28,12,706.0799999999999,790.8095999999999,22142.6688,Rejected
Pace-Stevens,Welded Wire Fence,2023-05-08,603.65,2.46,94.6,75,135,12,719.46,805.7952,108782.352,Accepted
Warner and Sons,Welded Wire Fence,2023-12-24,592.34,2.11,99.95,50,118,7,706.9000000000001,756.3830000000002,89253.19400000002,Rejected
West and Sons,Welded Wire Fence,2023-07-03,638.2,3.61,93.17,100,140,12,759.98,851.1776,119164.864,Accepted
Rosales LLC,Welded Wire Fence,2023-02-28,602.35,2.44,93.18,50,94,7,710.47,760.2029,71459.0726,Rejected
Valencia-Bonilla,Welded Wire Fence,2023-07-22,618.62,2.24,82.45,100,77,12,728.3100000000001,815.7072000000001,62809.4544,Negotiation
Hobbs LLC,Welded Wire Fence,2023-12-31,603.84,2.35,88.1,50,148,7,706.7900000000001,756.2653,111927.2644,Rejected
Bennett-Green,Welded Wire Fence,2023-12-28,598.55,3.51,82.16,50,6,12,696.7199999999999,780.3263999999999,4681.9583999999995,Accepted
Scott-Bernard,Welded Wire Fence,2024-01-08,607.94,3.81,94.68,50,113,7,718.9300000000001,769.2551000000001,86925.82630000002,Negotiation
Roman-West,Welded Wire Fence,2023-10-06,607.29,3.14,89.58,75,56,12,718.76,805.0111999999999,45080.627199999995,Negotiation
Atkinson Group,Welded Wire Fence,2023-02-15,603.69,3.56,90.01,50,34,12,709.76,794.9312,27027.660799999998,Accepted
Downs PLC,Welded Wire Fence,2023-11-12,604.86,2.15,91.81,75,45,12,717.5699999999999,803.6783999999999,36165.528,Rejected
Watson Lambert and Sanchez,Welded Wire Fence,2023-10-16,603.2,2.22,91.79,75,85,12,715.96,801.8752000000001,68159.392,Negotiation
Young and Sons,Welded Wire Fence,2023-01-27,608.91,2.25,96.13,50,136,7,719.79,770.1753,104743.8408,Accepted
Jones Powell and Whitehead,Welded Wire Fence,2023-12-15,608.37,3.46,83.77,50,26,12,708.1,793.072,20619.872,Rejected
Rodriguez-Newman,Welded Wire Fence,2023-03-15,606.64,3.9,99.88,75,16,12,729.17,816.6704,13066.7264,Negotiation
Dougherty Ltd,Welded Wire Fence,2023-12-29,592.79,3.76,98.9,50,81,7,707.9499999999999,757.5065,61358.0265,Accepted
Gonzalez PLC,Welded Wire Fence,2023-01-28,598.03,2.39,94.17,50,49,12,707.0899999999999,791.9407999999999,38805.09919999999,Negotiation
Ortega Ltd,Welded Wire Fence,2023-05-21,608.97,3.05,94.03,75,32,12,724.8,811.776,25976.832,Accepted
Richmond LLC,Welded Wire Fence,2023-04-08,604.12,3.53,81.9,75,8,12,708.3,793.2959999999999,6346.3679999999995,Negotiation
Quinn-Gonzalez,Welded Wire Fence,2023-07-25,604.02,3.26,85.43,100,26,10,717.71,789.481,20526.506,Negotiation
Hodge Bowers and Stevens,Welded Wire Fence,2023-03-23,607.31,2.22,80.06,75,75,12,708.3399999999999,793.3408,59500.56,Negotiation
Greene Wilson and Rice,Welded Wire Fence,2023-11-13,608.38,3.99,84.71,75,118,12,715.83,801.7296,94604.0928,Rejected
Jackson-Castaneda,Welded Wire Fence,2023-08-04,627.98,3.83,92.33,100,60,12,749.1400000000001,839.0368000000001,50342.208000000006,Rejected
Davis-Miller,Welded Wire Fence,2023-07-21,618.02,2.52,84.65,100,71,12,730.1899999999999,817.8127999999999,58064.70879999999,Accepted
Malone Snyder and Andrews,Welded Wire Fence,2023-10-20,602.96,3.0,87.29,75,133,12,712.0,797.44,106059.52,Negotiation
Carter Davis and Patrick,Welded Wire Fence,2023-03-08,606.65,3.75,95.58,75,78,12,724.73,811.6976,63312.4128,Negotiation
Moore Chavez and Munoz,Welded Wire Fence,2023-02-06,592.94,2.98,81.75,50,51,7,690.1700000000001,738.4819000000001,37662.57690000001,Accepted
Smith Ltd,Welded Wire Fence,2023-04-09,609.12,3.11,97.44,75,47,12,728.4200000000001,815.8304,38344.0288,Rejected
Williams-Carroll,Welded Wire Fence,2023-11-05,607.06,2.89,87.44,75,112,12,716.1399999999999,802.0767999999998,89832.60159999998,Accepted
Kelly-Castillo,Welded Wire Fence,2023-03-24,604.64,2.78,83.5,75,41,12,709.67,794.8303999999999,32588.0464,Accepted
Campbell Group,Welded Wire Fence,2023-02-27,600.79,2.47,81.14,50,66,7,696.9,745.683,49215.078,Accepted
Wagner-Weaver,Welded Wire Fence,2023-06-16,639.23,3.63,87.46,100,5,10,755.32,830.8520000000001,4154.26,Accepted
Wolf Inc,Welded Wire Fence,2023-02-04,606.47,3.82,85.4,50,146,7,708.19,757.7633000000001,110633.44180000002,Accepted
Bolton Olson and Edwards,Welded Wire Fence,2023-09-30,639.12,2.9,86.07,100,138,12,753.0899999999999,843.4607999999998,116397.59039999997,Accepted
Carlson-Rose,Welded Wire Fence,2023-09-26,603.24,2.05,99.28,100,54,12,729.5699999999999,817.1184,44124.393599999996,Rejected
Woods LLC,Welded Wire Fence,2023-07-19,601.28,3.59,84.78,100,114,12,714.65,800.408,91246.512,Accepted
Phillips Murray and Chavez,Welded Wire Fence,2023-12-02,599.15,2.17,98.69,50,34,12,712.51,798.0111999999999,27132.3808,Negotiation
Young Daniel and Martin,Welded Wire Fence,2023-12-28,604.69,2.97,82.55,50,33,12,702.71,787.0352,25972.1616,Rejected
Osborn-Escobar,Welded Wire Fence,2023-07-02,618.9,3.62,82.81,100,141,12,730.3299999999999,817.9695999999999,115333.71359999999,Rejected
Miller Velasquez and Wall,Welded Wire Fence,2023-07-29,624.03,3.55,86.68,100,118,12,739.26,827.9712,97700.6016,Accepted
Lewis Pollard and Eaton,Welded Wire Fence,2023-09-10,614.49,2.92,84.03,100,139,12,726.4399999999999,813.6127999999999,113092.17919999998,Accepted
Bryan PLC,Welded Wire Fence,2023-05-20,602.3,2.92,98.92,75,109,12,722.8899999999999,809.6367999999999,88250.41119999999,Rejected
Hicks and Sons,Welded Wire Fence,2023-08-16,624.54,2.67,99.68,100,117,12,751.8899999999999,842.1167999999999,98527.6656,Accepted
Mclean-Harmon,Welded Wire Fence,2023-07-16,633.8,3.38,96.36,100,19,10,758.54,834.394,15853.486,Negotiation
Armstrong-Castillo,Welded Wire Fence,2023-12-21,600.01,2.97,87.07,50,75,7,702.55,751.7284999999999,56379.6375,Negotiation
Mills Mcintosh and Richards,Welded Wire Fence,2023-07-01,614.54,2.25,85.38,100,105,12,727.17,814.4304,85515.192,Rejected
Wolfe West and Beck,Welded Wire Fence,2024-01-08,607.05,3.63,90.91,50,75,7,714.0899999999999,764.0763,57305.722499999996,Accepted
King Harris and Gonzales,Welded Wire Fence,2023-10-29,603.14,2.22,88.74,75,146,12,712.85,798.392,116565.232,Accepted
Lee Hughes and Simmons,Welded Wire Fence,2023-06-23,614.62,3.4,87.17,100,58,12,730.1899999999999,817.8127999999999,47433.1424,Accepted
Smith and Sons,Welded Wire Fence,2023-02-16,599.76,3.15,83.98,50,14,12,699.39,783.3168,10966.4352,Negotiation
Wade Ltd,Welded Wire Fence,2023-12-17,593.18,2.42,86.59,50,91,7,694.6899999999999,743.3182999999999,67641.9653,Negotiation
Russell LLC,Welded Wire Fence,2023-12-20,604.1,3.0,90.07,50,88,7,709.6700000000001,759.3469000000001,66822.52720000001,Rejected
Howell Ltd,Welded Wire Fence,2023-08-12,604.52,2.48,98.2,100,104,12,730.2,817.8240000000001,85053.69600000001,Rejected
Butler-Juarez,Welded Wire Fence,2023-10-12,602.21,2.23,95.39,75,65,12,718.58,804.8096,52312.624,Rejected
Long Ltd,Welded Wire Fence,2023-03-14,604.72,2.63,98.52,75,122,12,724.62,811.5744,99012.0768,Negotiation
Duarte Group,Welded Wire Fence,2023-07-26,624.31,3.76,98.69,100,91,12,751.76,841.9712,76619.3792,Accepted
Harrison LLC,Welded Wire Fence,2023-09-22,603.71,2.88,86.52,100,20,10,718.11,789.921,15798.420000000002,Rejected
Richmond-Caldwell,Welded Wire Fence,2023-06-14,622.71,2.98,95.74,100,64,12,746.4300000000001,836.0016,53504.1024,Accepted
Phillips-Lee,Welded Wire Fence,2023-10-28,608.6,2.12,98.57,75,104,12,728.04,815.4048,84802.0992,Accepted
Burns Hall and Ortiz,Welded Wire Fence,2023-09-13,634.61,2.39,85.99,100,36,10,747.99,822.789,29620.404,Accepted
Ortiz and Sons,Welded Wire Fence,2023-06-25,608.29,2.73,96.58,100,87,12,732.6,820.5120000000001,71384.54400000001,Negotiation
Richard Inc,Welded Wire Fence,2023-03-12,607.83,3.4,90.58,75,117,12,720.5600000000001,807.0272000000001,94422.18240000002,Accepted
Green Bautista and Brown,Welded Wire Fence,2023-06-25,600.14,2.83,95.43,100,68,12,723.4000000000001,810.2080000000001,55094.14400000001,Negotiation
Simon and Sons,Welded Wire Fence,2023-10-17,600.29,2.65,95.25,75,67,12,716.9399999999999,802.9727999999999,53799.177599999995,Accepted
Gomez-Grant,Welded Wire Fence,2023-11-23,603.42,3.26,89.23,75,3,12,714.66,800.4191999999999,2401.2576,Accepted
Gibson PLC,Welded Wire Fence,2023-08-26,623.6,3.54,92.79,100,108,12,744.93,834.3216,90106.7328,Negotiation
Fox Nguyen and Higgins,Welded Wire Fence,2023-10-01,609.25,3.17,91.51,75,77,12,722.68,809.4015999999999,62323.92319999999,Negotiation
Rodriguez-Fitzgerald,Welded Wire Fence,2023-05-10,601.94,2.09,97.08,75,109,12,719.8600000000001,806.2432000000001,87880.50880000001,Negotiation
Stanton Inc,Welded Wire Fence,2023-04-03,605.27,3.55,80.45,75,111,12,708.02,792.9824,88021.04639999999,Accepted
Martinez and Sons,Welded Wire Fence,2023-11-16,601.64,3.49,88.37,75,95,12,712.25,797.72,75783.40000000001,Accepted
Nielsen Thomas and Holmes,Welded Wire Fence,2023-09-21,610.4,3.01,97.46,100,50,12,735.87,824.1744,41208.72,Negotiation
Swanson and Sons,Welded Wire Fence,2023-06-13,625.92,3.31,98.18,100,64,12,752.4099999999999,842.6991999999998,53932.74879999999,Rejected
Fields-Harris,Welded Wire Fence,2023-01-25,606.52,2.5,85.47,50,33,12,706.99,791.8288,26130.3504,Accepted
Taylor PLC,Welded Wire Fence,2023-01-30,608.11,2.42,80.5,50,136,7,703.53,752.7771,102377.6856,Accepted
Patterson Mcdonald and Lewis,Welded Wire Fence,2023-04-18,604.08,3.3,97.96,75,103,12,724.09,810.9808,83531.0224,Accepted
Thomas Garcia and Robinson,Welded Wire Fence,2023-10-13,606.47,2.64,97.4,75,139,12,725.26,812.2912,112908.4768,Accepted
Lawson Scott and Stevens,Welded Wire Fence,2023-05-16,605.13,2.48,93.12,75,77,12,719.48,805.8176000000001,62047.955200000004,Negotiation
Harris LLC,Welded Wire Fence,2023-09-27,637.61,3.63,84.72,100,132,12,750.96,841.0752,111021.9264,Negotiation
Smith Ortiz and Goodwin,Welded Wire Fence,2023-04-01,605.38,2.45,87.8,75,87,12,714.38,800.1056,69609.1872,Accepted
Williams-Valdez,Welded Wire Fence,2023-10-22,609.31,3.49,94.86,75,49,12,726.41,813.5792,39865.3808,Accepted
Kelley Allen and Schultz,Welded Wire Fence,2023-07-30,618.13,3.92,99.71,100,79,12,746.76,836.3712,66073.3248,Accepted
Curtis-Acosta,Welded Wire Fence,2024-01-16,604.67,3.74,88.0,50,145,7,708.91,758.5337,109987.3865,Accepted
Colon Jackson and Ware,Welded Wire Fence,2023-12-29,595.76,2.76,83.71,50,62,7,694.73,743.3611000000001,46088.3882,Accepted
Cunningham-Sanchez,Welded Wire Fence,2023-02-09,597.91,3.99,93.81,50,94,7,708.21,757.7847,71231.76180000001,Negotiation
Butler PLC,Welded Wire Fence,2023-05-01,606.75,3.02,80.31,75,75,12,708.8299999999999,793.8896,59541.72,Rejected
Wright-Willis,Welded Wire Fence,2023-04-22,609.63,2.73,95.55,75,81,12,726.66,813.8592,65922.5952,Negotiation
Jennings Inc,Welded Wire Fence,2023-10-02,606.29,3.9,92.13,75,60,12,721.0699999999999,807.5984,48455.903999999995,Rejected
Nguyen and Sons,Welded Wire Fence,2023-03-31,608.1,2.74,94.18,75,74,12,723.77,810.6224,59986.0576,Accepted
Glover-Meza,Welded Wire Fence,2024-01-06,600.16,2.25,99.23,50,24,12,714.14,799.8368,19196.0832,Negotiation
Adams-Reed,Welded Wire Fence,2023-05-27,600.37,3.91,82.84,75,102,12,705.87,790.5744,80638.5888,Rejected
Ross-Foley,Welded Wire Fence,2023-04-19,601.53,3.83,97.21,75,117,12,721.32,807.8784,94521.7728,Negotiation
Hood Gray and Hunt,Welded Wire Fence,2023-05-24,608.33,2.57,86.75,75,47,12,716.4000000000001,802.3680000000002,37711.29600000001,Rejected
Knapp LLC,Welded Wire Fence,2023-04-21,604.75,3.24,92.02,75,109,12,718.76,805.0111999999999,87746.2208,Negotiation
Gonzalez-Williams,Welded Wire Fence,2023-09-17,634.65,2.05,81.25,100,40,10,742.9499999999999,817.2449999999999,32689.799999999996,Rejected
Hernandez-Carrillo,Welded Wire Fence,2024-01-03,590.26,2.96,98.47,50,83,7,704.19,753.4833000000001,62539.11390000001,Negotiation
Wilkerson-Thomas,Welded Wire Fence,2024-01-04,595.12,2.52,88.68,50,104,7,698.8199999999999,747.7374,77764.6896,Rejected
James Inc,Welded Wire Fence,2023-02-06,608.76,3.36,91.0,50,21,12,715.62,801.4944,16831.382400000002,Rejected
Salazar-Lewis,Welded Wire Fence,2023-04-25,607.11,2.29,96.32,75,9,12,724.47,811.4064000000001,7302.6576000000005,Accepted
Stephenson Inc,Welded Wire Fence,2023-07-09,634.04,3.64,91.21,100,106,12,753.89,844.3568,89501.8208,Negotiation
Thornton and Sons,Welded Wire Fence,2023-12-26,596.46,3.2,96.04,50,11,12,708.2,793.1840000000001,8725.024000000001,Negotiation
Park Group,Welded Wire Fence,2023-08-27,615.34,2.82,95.9,100,30,10,739.0600000000001,812.9660000000001,24388.980000000003,Rejected
Gillespie-Murphy,Welded Wire Fence,2024-01-08,602.4,2.66,86.48,50,7,12,704.04,788.5247999999999,5519.673599999999,Negotiation
Owens Parker and Berry,Welded Wire Fence,2023-05-28,606.75,3.44,83.09,75,144,12,712.0300000000001,797.4736,114836.19840000001,Accepted
Cabrera Cruz and Mccarty,Welded Wire Fence,2023-07-04,632.57,2.84,90.94,100,52,12,751.3500000000001,841.5120000000002,43758.62400000001,Accepted
Long Ltd,Welded Wire Fence,2024-01-15,601.94,2.31,87.75,50,35,12,704.5,789.04,27616.399999999998,Accepted
Brown Patel and Gonzalez,Welded Wire Fence,2023-07-09,608.69,3.55,90.42,100,101,12,727.66,814.9792,82312.8992,Accepted
Price-Maldonado,Welded Wire Fence,2023-07-07,618.09,2.7,97.49,100,16,10,743.2800000000001,817.6080000000001,13081.728000000001,Rejected
Ray Gardner and Watkins,Welded Wire Fence,2023-06-10,601.95,2.75,81.36,100,1,10,711.0600000000001,782.166,782.166,Rejected
Jenkins PLC,Welded Wire Fence,2023-09-15,623.92,2.54,87.9,100,78,12,739.3599999999999,828.0831999999999,64590.48959999999,Rejected
Strong Dunlap and Miller,Welded Wire Fence,2023-03-13,606.37,3.33,95.93,75,102,12,724.3800000000001,811.3056000000001,82753.17120000001,Accepted
Anderson Group,Welded Wire Fence,2023-12-28,604.82,3.47,90.93,50,121,7,711.72,761.5404,92146.3884,Rejected
Mueller Perez and Bowman,Welded Wire Fence,2024-01-06,606.63,3.66,87.53,50,147,7,710.3199999999999,760.0423999999999,111726.23279999998,Rejected
Jones and Sons,Welded Wire Fence,2023-10-03,606.37,3.9,92.11,75,65,12,721.13,807.6656,52498.264,Accepted
Murray LLC,Welded Wire Fence,2023-11-06,601.88,2.59,95.15,75,71,12,718.37,804.5744,57124.7824,Accepted
Harris-Turner,Welded Wire Fence,2023-04-01,601.29,3.06,96.69,75,32,12,719.79,806.1648,25797.2736,Negotiation
Welch-Nash,Welded Wire Fence,2023-08-12,637.9,2.23,93.94,100,118,12,759.0699999999999,850.1583999999999,100318.69119999999,Negotiation
Hill-Lamb,Welded Wire Fence,2023-06-18,609.09,3.55,96.84,100,98,12,734.48,822.6176,80616.5248,Accepted
Cummings Kramer and Wilson,Welded Wire Fence,2023-08-18,634.27,2.9,82.46,100,40,10,744.63,819.093,32763.719999999998,Accepted
Hart-Hamilton,Welded Wire Fence,2023-11-07,609.76,2.65,82.07,75,3,12,713.23,798.8176000000001,2396.4528,Negotiation
Morton-Brown,Welded Wire Fence,2023-12-22,602.05,2.73,87.62,50,138,7,704.9,754.2429999999999,104085.53399999999,Accepted
Lindsey Group,Welded Wire Fence,2023-03-28,600.5,2.11,96.18,75,22,12,717.54,803.6447999999999,17680.185599999997,Negotiation
Price Group,Welded Wire Fence,2023-03-18,606.27,2.5,98.88,75,98,12,726.4,813.568,79729.664,Accepted
Smith Inc,Welded Wire Fence,2023-05-28,608.11,2.1,84.59,75,74,12,713.5500000000001,799.176,59139.024000000005,Accepted
Adams Vargas and Thomas,Welded Wire Fence,2023-07-09,637.65,2.94,96.59,100,66,12,762.1800000000001,853.6416,56340.3456,Accepted
Johnson Stone and Thornton,Welded Wire Fence,2023-04-29,606.27,3.29,91.17,75,79,12,719.4799999999999,805.8175999999999,63659.59039999999,Accepted
Randolph Ltd,Welded Wire Fence,2023-08-02,616.96,2.78,94.69,100,131,12,739.4300000000001,828.1616,108489.16960000001,Accepted
Durham-Cook,Welded Wire Fence,2023-12-21,597.69,2.71,91.26,50,16,12,704.1600000000001,788.6592,12618.5472,Accepted
Goodman Wu and Smith,Welded Wire Fence,2023-05-28,604.39,2.76,85.73,75,45,12,711.63,797.0255999999999,35866.151999999995,Negotiation
Smith Ltd,Welded Wire Fence,2023-06-04,605.33,2.61,97.91,100,131,12,730.85,818.552,107230.312,Rejected
Washington Davis and Lopez,Welded Wire Fence,2023-05-13,603.85,2.62,89.76,75,60,12,714.98,800.7776,48046.656,Accepted
Estes Johnson and Ewing,Welded Wire Fence,2024-01-11,603.53,3.13,89.67,50,96,7,708.8299999999999,758.4481,72811.01759999999,Rejected
Nicholson Inc,Welded Wire Fence,2023-09-09,611.79,2.08,88.53,100,120,12,727.4,814.688,97762.56,Rejected
Rivera LLC,Welded Wire Fence,2023-07-14,619.35,3.07,91.01,100,94,12,738.4300000000001,827.0416,77741.91040000001,Rejected
Chang Tate and Bowen,Welded Wire Fence,2023-06-05,612.67,2.92,94.46,100,117,12,735.05,823.256,96320.95199999999,Rejected
Mcdonald PLC,Welded Wire Fence,2023-08-04,601.76,2.96,97.03,100,49,10,726.75,799.425,39171.825,Rejected
Ramos Johnson and Vargas,Welded Wire Fence,2023-03-08,603.51,3.55,94.74,75,26,12,720.55,807.016,20982.415999999997,Negotiation
